	0.0000-0.8032	0.8032-0.8043	0.8043-0.8043	0.8047-1.5703	1.5703-2.0000	Source	Target
bc1001##bc1010##O2	-0.15252946972194503	0.0	0.0	0.0	0.0	bc1001	bc1010
bc1009##bc1010##O2	-0.15252946972194564	0.0	0.0	0.0	0.0	bc1009	bc1010
bc1009##bc1001##O2	-0.15236136794857946	-0.15236136794857946	-0.1523613679485772	0.0	0.0	bc1009	bc1001
bc1010##bc1001##O2	-0.15236136794857924	-0.269407589535608	-0.269407589535608	0.0	0.0	bc1010	bc1001
bc1001##bc1009##O2	-0.1531947786395359	-0.1531947786395359	0.0	0.0	0.0	bc1001	bc1009
bc1010##bc1009##O2	-0.1531947786395363	-0.2708812384557182	0.0	0.0	0.0	bc1010	bc1009
bc1001##bc1010##D-Glucose	0.0	-0.14798349421739732	-0.14798349421739732	-0.2697048295392183	-0.2697048295392183	bc1001	bc1010
bc1009##bc1010##D-Glucose	0.0	-0.14802633492534473	-0.2697048295392868	-0.269704829539219	-0.269704829539219	bc1009	bc1010
bc1001##bc1009##D-Glucose.O2	0.0	0.0	-0.15269659945725755	0.0	0.0	bc1001	bc1009
bc1010##bc1009##D-Glucose.O2	0.0	0.0	-0.36347438584213876	0.0	0.0	bc1010	bc1009
bc1009##bc1001##D-Glucose	0.0	0.0	0.0	-0.2776836497087041	-0.2776836497087041	bc1009	bc1001
bc1010##bc1001##D-Glucose	0.0	0.0	0.0	-0.27768364970870413	-0.27768364970870413	bc1010	bc1001
bc1001##bc1009##D-Glucose	0.0	0.0	0.0	-0.2506100372456258	-0.2506100372456258	bc1001	bc1009
bc1010##bc1009##D-Glucose	0.0	0.0	0.0	-0.25061003724562647	-0.25061003724562647	bc1010	bc1009
